"","Study","Authors","Year","Source","City_Region","Country","Climate","Number_Participants","Male","Female","Age","Occupation","Anthropometric_Data","Health_Status","Clothing_Insulation","Clothing_Insulation2","Measure","Measure_Type","Metric","SA","TSLow","TSHigh","TLow","THigh","PLow","PHigh","DifT","AvgT","DifTS","AvgTS","Lamb","Hancock","Complexity","Equation"
"251","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Letter search","Visual Searching","RE","Accuracy",NA,NA,27.2,32.2,98.23,97.08,5,29.7,NA,NA,-0.230000000000001,"Perceptual","S","Relative"
"252","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Overlapping","Visual Searching","RE","Accuracy",NA,NA,19.5,25.4,94.97,94.81,5.9,22.45,NA,NA,-0.027118644067796,"Perceptual","S","Relative"
"253","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Overlapping","Visual Searching","RE","Accuracy",NA,NA,25.4,27.2,94.81,95.03,1.8,26.3,NA,NA,0.122222222222222,"Perceptual","S","Relative"
"254","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Overlapping","Visual Searching","RE","Accuracy",NA,NA,27.2,32.2,95.03,95.01,5,29.7,NA,NA,-0.0039999999999992,"Perceptual","S","Relative"
"255","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Number calculation","Mathematical Reasoning","RE","Accuracy",NA,NA,19.5,25.4,94.25,96.96,5.9,22.45,NA,NA,0.459322033898304,"Cognitive","C","Relative"
"256","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Number calculation","Mathematical Reasoning","RE","Accuracy",NA,NA,25.4,27.2,96.96,92.75,1.8,26.3,NA,NA,-2.33888888888888,"Cognitive","C","Relative"
"257","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Number calculation","Mathematical Reasoning","RE","Accuracy",NA,NA,27.2,32.2,92.75,94.92,5,29.7,NA,NA,0.434,"Cognitive","C","Relative"
"258","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Conditional reasoning","Deductive Reasoning","RE","Accuracy",NA,NA,19.5,25.4,58.33,77.78,5.9,22.45,NA,NA,3.29661016949153,"Cognitive","C","Relative"
"259","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Conditional reasoning","Deductive Reasoning","RE","Accuracy",NA,NA,25.4,27.2,77.78,64.72,1.8,26.3,NA,NA,-7.25555555555555,"Cognitive","C","Relative"
"260","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Conditional reasoning","Deductive Reasoning","RE","Accuracy",NA,NA,27.2,32.2,64.72,72.78,5,29.7,NA,NA,1.612,"Cognitive","C","Relative"
"261","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Spatial image","Spatial Reasoning","RE","Accuracy",NA,NA,19.5,25.4,55.83,61.67,5.9,22.45,NA,NA,0.989830508474577,"Cognitive","C","Relative"
"262","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Spatial image","Spatial Reasoning","RE","Accuracy",NA,NA,25.4,27.2,61.67,66.11,1.8,26.3,NA,NA,2.46666666666666,"Cognitive","C","Relative"
"263","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Spatial image","Spatial Reasoning","RE","Accuracy",NA,NA,27.2,32.2,66.11,61.39,5,29.7,NA,NA,-0.943999999999999,"Cognitive","C","Relative"
"264","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Memory span","Short-Term Memory","SP","Accuracy",NA,NA,19.5,25.4,9.78,9.96,5.9,22.45,NA,NA,0.311947592804412,"Cognitive","C","Absolute"
"265","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Memory span","Short-Term Memory","SP","Accuracy",NA,NA,25.4,27.2,9.96,9.91,1.8,26.3,NA,NA,-0.278893351182512,"Cognitive","C","Absolute"
"266","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Memory span","Short-Term Memory","SP","Accuracy",NA,NA,27.2,32.2,9.91,9.81,5,29.7,NA,NA,-0.201816347124116,"Cognitive","C","Absolute"
"267","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Picture recognition","Recognition Memory","RE","Accuracy",NA,NA,19.5,25.4,83.75,84.82,5.9,22.45,NA,NA,0.181355932203389,"Perceptual","S","Relative"
"268","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Picture recognition","Recognition Memory","RE","Accuracy",NA,NA,25.4,27.2,84.82,79.75,1.8,26.3,NA,NA,-2.81666666666666,"Perceptual","S","Relative"
"269","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Picture recognition","Recognition Memory","RE","Accuracy",NA,NA,27.2,32.2,79.75,80.75,5,29.7,NA,NA,0.2,"Perceptual","S","Relative"
"270","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Symbol-digit modalities","Short-Term Memory","RE","Accuracy",NA,NA,19.5,25.4,87.67,89.42,5.9,22.45,NA,NA,0.296610169491526,"Cognitive","C","Relative"
"271","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Symbol-digit modalities","Short-Term Memory","RE","Accuracy",NA,NA,25.4,27.2,89.42,87.17,1.8,26.3,NA,NA,-1.25,"Cognitive","C","Relative"
"272","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Symbol-digit modalities","Short-Term Memory","RE","Accuracy",NA,NA,27.2,32.2,87.17,84.17,5,29.7,NA,NA,-0.6,"Cognitive","C","Relative"
"273","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Visual choice reaction time","Sustained Attention","RE","Accuracy",NA,NA,19.5,25.4,98.5,98.69,5.9,22.45,NA,NA,0.0322033898305081,"Psychomotor","S","Relative"
"274","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Visual choice reaction time","Sustained Attention","RE","Accuracy",NA,NA,25.4,27.2,98.69,98.94,1.8,26.3,NA,NA,0.138888888888889,"Psychomotor","S","Relative"
"275","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Visual choice reaction time","Sustained Attention","RE","Accuracy",NA,NA,27.2,32.2,98.94,98.22,5,29.7,NA,NA,-0.144,"Psychomotor","S","Relative"
"276","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Letter search","Visual Searching","RE","Accuracy",NA,NA,18,21.1,98.1,97.1,3.1,19.55,NA,NA,-0.32258064516129,"Perceptual","S","Relative"
"277","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Letter search","Visual Searching","RE","Accuracy",NA,NA,21.1,28.2,97.1,97.2,7.1,24.65,NA,NA,0.0140845070422547,"Perceptual","S","Relative"
"278","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Overlapping","Visual Searching","RE","Accuracy",NA,NA,18,21.1,94.8,96.4,3.1,19.55,NA,NA,0.516129032258067,"Perceptual","S","Relative"
"279","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Overlapping","Visual Searching","RE","Accuracy",NA,NA,21.1,28.2,96.4,95.1,7.1,24.65,NA,NA,-0.183098591549297,"Perceptual","S","Relative"
"280","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Memory span","Short-Term Memory","RE","Accuracy",NA,NA,18,21.1,8.4,8.2,3.1,19.55,NA,NA,-0.0645161290322584,"Cognitive","C","Relative"
"281","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Memory span","Short-Term Memory","RE","Accuracy",NA,NA,21.1,28.2,8.2,8.1,7.1,24.65,NA,NA,-0.0140845070422535,"Cognitive","C","Relative"
"282","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Picture recognition","Recognition Memory","RE","Accuracy",NA,NA,18,21.1,87.8,86.4,3.1,19.55,NA,NA,-0.451612903225803,"Perceptual","S","Relative"
"283","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Picture recognition","Recognition Memory","RE","Accuracy",NA,NA,21.1,28.2,86.4,85.1,7.1,24.65,NA,NA,-0.183098591549297,"Perceptual","S","Relative"
"284","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Number calculation","Mathematical Reasoning","RE","Accuracy",NA,NA,18,21.1,95,94.6,3.1,19.55,NA,NA,-0.129032258064518,"Cognitive","C","Relative"
"285","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Number calculation","Mathematical Reasoning","RE","Accuracy",NA,NA,21.1,28.2,94.6,94.6,7.1,24.65,NA,NA,0,"Cognitive","C","Relative"
"286","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Event sequence","Verbal Comprehension","RE","Accuracy",NA,NA,18,21.1,81.7,80.9,3.1,19.55,NA,NA,-0.258064516129031,"Cognitive","C","Relative"
"287","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Event sequence","Verbal Comprehension","RE","Accuracy",NA,NA,21.1,28.2,80.9,78.9,7.1,24.65,NA,NA,-0.28169014084507,"Cognitive","C","Relative"
"288","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Conditional reasoning","Deductive Reasoning","RE","Accuracy",NA,NA,18,21.1,74.3,74.8,3.1,19.55,NA,NA,0.161290322580645,"Cognitive","C","Relative"
"289","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Conditional reasoning","Deductive Reasoning","RE","Accuracy",NA,NA,21.1,28.2,74.8,81.9,7.1,24.65,NA,NA,1,"Cognitive","C","Relative"
"290","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Reading comprehension","Verbal Comprehension","RE","Accuracy",NA,NA,18,21.1,78.7,84.7,3.1,19.55,NA,NA,1.93548387096774,"Cognitive","C","Relative"
"291","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Reading comprehension","Verbal Comprehension","RE","Accuracy",NA,NA,21.1,28.2,84.7,79.5,7.1,24.65,NA,NA,-0.732394366197184,"Cognitive","C","Relative"
"292","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Spatial image","Spatial Reasoning","RE","Accuracy",NA,NA,18,21.1,69.5,73.3,3.1,19.55,NA,NA,1.2258064516129,"Cognitive","C","Relative"
"293","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Spatial image","Spatial Reasoning","RE","Accuracy",NA,NA,21.1,28.2,73.3,68.6,7.1,24.65,NA,NA,-0.661971830985916,"Cognitive","C","Relative"
"294","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Graphic abstracting","Spatial Reasoning","RE","Accuracy",NA,NA,18,21.1,85.2,88.7,3.1,19.55,NA,NA,1.12903225806452,"Cognitive","C","Relative"
"295","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Graphic abstracting","Spatial Reasoning","RE","Accuracy",NA,NA,21.1,28.2,88.7,92.2,7.1,24.65,NA,NA,0.492957746478873,"Cognitive","C","Relative"
"296","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Visual choice reaction time","Sustained Attention","RE","Accuracy",NA,NA,18,21.1,99.2,98.3,3.1,19.55,NA,NA,-0.290322580645163,"Psychomotor","S","Relative"
"297","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Visual choice reaction time","Sustained Attention","RE","Accuracy",NA,NA,21.1,28.2,98.3,98,7.1,24.65,NA,NA,-0.0422535211267602,"Psychomotor","S","Relative"
"298","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Hand-eye coordination","Visual Motor Tracking","RE","Accuracy",NA,NA,18,21.1,4.9,5,3.1,19.55,NA,NA,0.0322580645161289,"Psychomotor","S","Relative"
"299","09-LL","Lan, Lian",2009,"Building and Environment","NA","China","Continental",22,15,6,NA,"Students","NO","NO",1.2,1.2,"Hand-eye coordination","Visual Motor Tracking","RE","Accuracy",NA,NA,21.1,28.2,5,4.8,7.1,24.65,NA,NA,-0.0281690140845071,"Psychomotor","S","Relative"
"300","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Creative thinking","Creative Thinking","SC","Accuracy",-0.13,1.13,22.2,25.9,0.94,1.14,3.7,24.05,1.26,0.5,5.75043128234618,"Cognitive","C","Absolute"
"301","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Creative thinking","Creative Thinking","SC","Accuracy",1.13,1.99,25.9,29.9,1.14,0.98,4,27.9,0.86,1.56,-3.50877192982456,"Cognitive","C","Absolute"
"302","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Addition","Mathematical Reasoning","REER","Accuracy",-0.13,1.13,22.2,25.9,96.6,94.4,3.7,24.05,1.26,0.5,0.594594594594592,"Cognitive","C","Relative"
"303","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Addition","Mathematical Reasoning","REER","Accuracy",1.13,1.99,25.9,29.9,94.4,95.1,4,27.9,0.86,1.56,-0.174999999999997,"Cognitive","C","Relative"
"304","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Text typing","Simulated Work","REER","Accuracy",-0.13,1.13,22.2,25.9,96.8,96.9,3.7,24.05,1.26,0.5,-0.0270270270270293,"Cognitive","C","Relative"
"305","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Text typing","Simulated Work","REER","Accuracy",1.13,1.99,25.9,29.9,96.9,97.2,4,27.9,0.86,1.56,-0.0749999999999993,"Cognitive","C","Relative"
"306","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Text typing","Simulated Work","REER","Accuracy",-0.13,1.13,22.2,25.9,3.1,3.4,3.7,24.05,1.26,0.5,-0.081081081081081,"Cognitive","C","Relative"
"307","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Text typing","Simulated Work","REER","Accuracy",1.13,1.99,25.9,29.9,3.4,2.7,4,27.9,0.86,1.56,0.175,"Cognitive","C","Relative"
"308","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Addition","Mathematical Reasoning","REER","Accuracy",-0.03,1.14,22.3,25.8,95.4,96.6,3.5,24.05,1.17,0.555,-0.34285714285714,"Cognitive","C","Relative"
"309","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Addition","Mathematical Reasoning","REER","Accuracy",1.14,2.19,25.8,29.7,96.6,96.5,3.9,27.75,1.05,1.665,0.0256410256410242,"Cognitive","C","Relative"
"310","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Text typing","Simulated Work","REER","Accuracy",-0.03,1.14,22.3,25.8,97.4,97.1,3.5,24.05,1.17,0.555,0.085714285714289,"Cognitive","C","Relative"
"311","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Text typing","Simulated Work","REER","Accuracy",1.14,2.19,25.8,29.7,97.1,97,3.9,27.75,1.05,1.665,0.0256410256410242,"Cognitive","C","Relative"
"312","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Text typing","Simulated Work","REER","Accuracy",-0.03,1.14,22.3,25.8,3.3,3,3.5,24.05,1.17,0.555,0.0857142857142857,"Cognitive","C","Relative"
"313","04-Wi","Witterseh, Wyon, Clausen",2004,"Indoor Air","Copenhagen","Denmark","Temperate",30,16,14,NA,"NA","NO","YES",NA,0.42,"Text typing","Simulated Work","REER","Accuracy",1.14,2.19,25.8,29.7,3,3,3.9,27.75,1.05,1.665,0,"Cognitive","C","Relative"
"314","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Display monitoring with mathematical processing","Dual Task","FP","Accuracy",NA,NA,22,28,0.38,0.54,6,25,NA,NA,-7.01754385964912,"Cognitive","C","Absolute"
"315","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Display monitoring with mathematical processing","Dual Task","FP","Accuracy",NA,NA,28,34,0.54,0.9,6,31,NA,NA,-11.1111111111111,"Cognitive","C","Absolute"
"316","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Memory search with mathematical processing","Dual Task","RE","Accuracy",NA,NA,24.8,31,0.982987421383648,0.974182389937107,6.2,27.9,NA,NA,-0.00142016636234532,"Cognitive","C","Relative"
"317","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Unstable tracking with memory search","Dual Task","RMSE","Accuracy",NA,NA,24.8,31,22.9746835443038,21.8354430379747,6.2,27.9,NA,NA,0.799786723540381,"Cognitive","C","Absolute"
"318","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Unstable tracking with memory search","Dual Task","NER","Accuracy",NA,NA,24.8,31,4.36708860759494,5.12658227848101,6.2,27.9,NA,NA,-2.80504908835902,"Cognitive","C","Absolute"
"319","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Visual monitoring","Visual Tracking","NOL","Accuracy",NA,NA,22,28,0.134814814814815,0.186666666666667,6,25,NA,NA,-6.41025641025642,"Psychomotor","S","Absolute"
"320","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Visual monitoring","Visual Tracking","NOL","Accuracy",NA,NA,28,34,0.186666666666667,0.29037037037037,6,31,NA,NA,-9.25925925925918,"Psychomotor","S","Absolute"
"321","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Auditory discrimination","Short-Term Memory","RE","Accuracy",NA,NA,22,28,97.0925925925926,97.637037037037,6,25,NA,NA,0.0907407407407348,"Cognitive","C","Relative"
"322","02-Va","Vasmatzidis, Schlegel, Hancock",2002,"Ergonomics","Oklahoma","USA","Temperate",12,12,0,25.8,"Students","NO","YES",0.4,0.4,"Auditory discrimination","Short-Term Memory","RE","Accuracy",NA,NA,28,34,97.637037037037,95.7703703703704,6,31,NA,NA,-0.311111111111101,"Cognitive","C","Relative"
"323","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Reasoning ability","Deductive Reasoning","SC","Accuracy",NA,NA,15,20,10.07,13.9,5,17.5,NA,NA,7.60675273088381,"Cognitive","C","Absolute"
"324","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Reasoning ability","Deductive Reasoning","SC","Accuracy",NA,NA,20,25,13.9,14.33,5,22.5,NA,NA,0.618705035971223,"Cognitive","C","Absolute"
"325","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Associative learning","Short-Term Memory","SC","Accuracy",NA,NA,15,20,15.67,17.67,5,17.5,NA,NA,2.55264837268666,"Cognitive","C","Absolute"
"326","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Associative learning","Short-Term Memory","SC","Accuracy",NA,NA,20,25,17.67,18.6,5,22.5,NA,NA,1.05263157894737,"Cognitive","C","Absolute"
"327","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Subsidiary numbers","Short-Term Memory","SC","Accuracy",NA,NA,15,20,38.37,39.17,5,17.5,NA,NA,0.416992442011991,"Cognitive","C","Absolute"
"328","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Subsidiary numbers","Short-Term Memory","SC","Accuracy",NA,NA,20,25,39.17,39.87,5,22.5,NA,NA,0.357416390094458,"Cognitive","C","Absolute"
"329","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Numerical ability","Mathematical Reasoning","SC","Accuracy",NA,NA,15,20,81,86.3,5,17.5,NA,NA,1.30864197530864,"Cognitive","C","Absolute"
"330","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Numerical ability","Mathematical Reasoning","SC","Accuracy",NA,NA,20,25,86.3,91.39,5,22.5,NA,NA,1.17960602549247,"Cognitive","C","Absolute"
"331","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Running memory","Short-Term Memory","NER","Accuracy",NA,NA,15,20,11.03,8.36,5,17.5,NA,NA,4.84134179510426,"Cognitive","C","Absolute"
"332","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Running memory","Short-Term Memory","NER","Accuracy",NA,NA,20,25,8.36,8.03,5,22.5,NA,NA,0.789473684210527,"Cognitive","C","Absolute"
"333","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Mental Alertness","Visual Tracking","SC","Accuracy",NA,NA,15,20,3.45,5.93,5,17.5,NA,NA,14.3768115942029,"Psychomotor","S","Absolute"
"334","87-Sh","Sharma, Panwar",1987,"International Journal of Biometeorology","Delhi","India","Temperate",53,53,0,NA,"Soldiers","NO","NO",NA,0.14,"Mental Alertness","Visual Tracking","SC","Accuracy",NA,NA,20,25,5.93,6.15,5,22.5,NA,NA,0.741989881956157,"Psychomotor","S","Absolute"
"335","78-Be","Bell",1978,"Human Factors","Colorado","USA","Dry",144,72,72,NA,"Students","NO","NO",NA,NA,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,22,29,398.21,392.03,7,25.5,NA,NA,-0.221706421952523,"Psychomotor","S","Absolute"
"336","78-Be","Bell",1978,"Human Factors","Colorado","USA","Dry",144,72,72,NA,"Students","NO","NO",NA,NA,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,29,35,392.03,389.48,6,32,NA,NA,-0.108410070657856,"Psychomotor","S","Absolute"
"337","78-Be","Bell",1978,"Human Factors","Colorado","USA","Dry",144,72,72,NA,"Students","NO","NO",NA,NA,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,22,29,383.78,357.12,7,25.5,NA,NA,-0.992384029540733,"Psychomotor","S","Absolute"
"338","78-Be","Bell",1978,"Human Factors","Colorado","USA","Dry",144,72,72,NA,"Students","NO","NO",NA,NA,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,29,35,357.12,341.4,6,32,NA,NA,-0.733646953405019,"Psychomotor","S","Absolute"
"339","78-Be","Bell",1978,"Human Factors","Colorado","USA","Dry",144,72,72,NA,"Students","NO","NO",NA,NA,"Subsidiary numbers","Working Memory","NER","Accuracy",NA,NA,22,29,27.38,44.54,7,25.5,NA,NA,-8.95335489930085,"Cognitive","C","Absolute"
